window,start_row,stop_row,n_rows,novel_prevalence,known_macro_f1,known_macro_f1_all_initial_labels,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,novel_exact_recall,novel_rejection_rate,novel_harmful_acceptance_rate,resilience_score,acquisition_macro_f1,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece,drift_triggered,drift_reason,mean_shift_score,predicted_unknown_rate,labels_queried,queried_label_counts,cumulative_labels_queried,update_performed,source_holdout_macro_f1,source_forgetting
181,90500,91000,500,0.488,0.9443298969072165,0.3147766323024055,0.89453125,,0.12565157750342934,0.5767077750641081,0.710969518442623,0.89453125,0.0,0.0,0.0,1.0,0.47216494845360824,0.31412894375857336,0.03125,1.0,0.984,0.5345528455284553,0.1897553241416138,False,latched,0.8693126570332107,0.016,0,{},50,False,0.5303209661413969,0.0
182,91000,91500,500,0.6,0.9130434782608695,0.3043478260869565,0.84,,0.10059880239520957,0.7023826736736751,0.7621000000000001,0.84,0.0,0.0,0.0,1.0,0.45652173913043476,0.25149700598802394,0.015,1.0,0.994,0.6619718309859155,0.21181275285711068,False,latched,0.9175909234209878,0.006,0,{},50,False,0.5303209661413969,0.0
183,91500,92000,500,0.69,0.8727272727272727,0.2909090909090909,0.7741935483870968,,0.07741935483870968,0.6574663939083212,0.5539223936418888,0.7741935483870968,0.0,0.0,0.0,1.0,0.43636363636363634,0.1935483870967742,0.01935483870967742,1.0,0.994,0.7585513078470825,0.15995604507335914,False,latched,0.9232683987624875,0.006,0,{},50,False,0.5303209661413969,0.0
184,92000,92500,500,0.76,0.75,0.25,0.6,,0.05034965034965035,0.7345802337739393,0.6101535087719299,0.6,0.0,0.0,0.0,1.0,0.375,0.1258741258741259,0.016666666666666666,1.0,0.996,0.8554216867469879,0.20951687327378352,False,latched,0.8928214059009877,0.004,0,{},50,False,0.5303209661413969,0.0
185,92500,93000,500,0.662,0.8581081081081081,0.28603603603603606,0.7514792899408284,,0.0810207336523126,0.6650738384618923,0.6308836411090651,0.7514792899408284,0.0,0.0,0.0,1.0,0.42905405405405406,0.2025518341307815,0.023668639053254437,1.0,0.992,0.7439516129032258,0.16321104682765875,False,latched,0.8107002803317823,0.008,0,{},50,False,0.5303209661413969,0.0
186,93000,93500,500,0.612,0.8850574712643678,0.2950191570881226,0.7938144329896907,,0.09418960244648318,0.6008292390835757,0.5914864227477933,0.7938144329896907,0.0,0.0,0.0,1.0,0.4425287356321839,0.23547400611620795,0.005154639175257732,1.0,0.998,0.6913827655310621,0.16352944104423417,False,latched,0.6953309780027376,0.002,0,{},50,False,0.5303209661413969,0.0
187,93500,94000,500,0.472,0.8930817610062893,0.2976939203354298,0.8068181818181818,,0.11949509116409537,0.5066068442719218,0.6468445043656909,0.8068181818181818,0.0,0.0,0.0,1.0,0.44654088050314467,0.29873772791023845,0.011363636363636364,1.0,0.994,0.5714285714285714,0.12242447809496292,False,latched,0.5896428432293133,0.006,0,{},50,False,0.5303209661413969,0.0
188,94000,94500,500,0.566,0.8956743002544529,0.29855810008481765,0.8110599078341014,,0.10414201183431952,0.5532928738390845,0.5764276758235496,0.8110599078341014,0.0,0.0,0.0,1.0,0.44783715012722647,0.2603550295857988,0.004608294930875576,1.0,0.998,0.6472945891783567,0.0893169114852538,False,latched,0.6936110836217912,0.002,0,{},50,False,0.5303209661413969,0.0
189,94500,95000,500,0.508,0.8968609865470852,0.29895366218236175,0.8130081300813008,,0.11428571428571428,0.5403484731494412,0.6411561359708086,0.8130081300813008,0.0,0.0,0.0,1.0,0.4484304932735426,0.2857142857142857,0.012195121951219513,1.0,0.994,0.5975855130784709,0.11201711445706874,False,latched,0.6717008755171079,0.006,0,{},50,False,0.5303209661413969,0.0
190,95000,95500,500,0.478,0.8869936034115139,0.2956645344705046,0.7969348659003831,,0.11751412429378531,0.5530522697006064,0.6812388784687154,0.7969348659003831,0.0,0.0,0.0,1.0,0.44349680170575695,0.2937853107344633,0.022988505747126436,1.0,0.988,0.5789473684210527,0.13961451263060232,False,latched,0.6872730818468731,0.012,0,{},50,False,0.5303209661413969,0.0
