window,start_row,stop_row,n_rows,novel_prevalence,known_macro_f1,known_balanced_accuracy,known_mcc,all_class_exact_macro_f1,novel_auprc,novel_auroc,known_success_rate,novel_safe_or_correct_rate,resilience_score,false_unknown_rate,novel_non_rejection_rate,coverage,selective_risk,ece,drift_triggered,drift_reason,mean_shift_score,predicted_unknown_rate,labels_queried,cumulative_labels_queried,update_performed,source_holdout_macro_f1,source_forgetting
162,81000,81500,500,0.0,0.35111059404039063,0.50989010989011,0.5243948302554934,0.35111059404039063,,,0.88,,0.88,0.0,,1.0,0.12,0.5242346733537895,False,none,0.05754370700566575,0.0,0,0,False,0.3402745331018427,0.0
163,81500,82000,500,0.0,0.3222463787976229,0.3966703603262085,0.4837390199853835,0.3222463787976229,,,0.83,,0.83,0.0,,1.0,0.17,0.480038164564094,False,none,0.10398387659435901,0.0,0,0,False,0.3402745331018427,0.0
164,82000,82500,500,0.0,0.2608826418082399,0.280982905982906,0.3899428890203164,0.2608826418082399,,,0.894,,0.894,0.0,,1.0,0.106,0.5478565084733541,False,none,0.09066381853393617,0.0,0,0,False,0.3402745331018427,0.0
165,82500,83000,500,0.0,0.37536965230224856,0.4232924523054675,0.49557941517417764,0.37536965230224856,,,0.902,,0.902,0.0,,1.0,0.098,0.5710645858719393,False,none,0.10144320156247803,0.0,0,0,False,0.3402745331018427,0.0
166,83000,83500,500,0.0,0.4015624753521682,0.47226507360354913,0.5018347666831063,0.4015624753521682,,,0.906,,0.906,0.0,,1.0,0.094,0.5646769431973934,False,none,0.13273617511225577,0.0,0,0,False,0.3402745331018427,0.0
167,83500,84000,500,0.0,0.3841367935968955,0.45700280112044817,0.5356276532059756,0.3841367935968955,,,0.89,,0.89,0.0,,1.0,0.11,0.5539612435155341,False,none,0.07648474911931034,0.0,0,0,False,0.3402745331018427,0.0
168,84000,84500,500,0.0,0.25168470007593013,0.2721448228414172,0.3625305237317541,0.25168470007593013,,,0.85,,0.85,0.0,,1.0,0.15,0.5188678375910044,False,none,0.09283201315690719,0.0,0,0,False,0.3402745331018427,0.0
169,84500,85000,500,0.0,0.22552160185317405,0.3250039996800256,0.3730724773231892,0.22552160185317405,,,0.87,,0.87,0.0,,1.0,0.13,0.5213147995474794,False,none,0.06530280864891172,0.0,0,0,False,0.3402745331018427,0.0
170,85000,85500,500,0.0,0.2469681666853701,0.23056573056573057,0.33198059310743433,0.2469681666853701,,,0.92,,0.92,0.0,,1.0,0.08,0.5808834662852025,False,none,0.10026173537392075,0.0,0,0,False,0.3402745331018427,0.0
171,85500,86000,500,0.0,0.3722891429027058,0.39737583205325144,0.6624186135333803,0.3722891429027058,,,0.954,,0.954,0.0,,1.0,0.046,0.5965846893282758,False,none,0.07606263753133131,0.0,0,0,False,0.3402745331018427,0.0
172,86000,86500,500,0.0,0.26748268642293443,0.3950685266764562,0.48833872658290306,0.26748268642293443,,,0.888,,0.888,0.0,,1.0,0.112,0.5344186174126094,False,none,0.08356563947560615,0.0,0,0,False,0.3402745331018427,0.0
173,86500,87000,500,0.0,0.28904047613897715,0.4551486199575372,0.5009740710214601,0.28904047613897715,,,0.936,,0.936,0.0,,1.0,0.064,0.5916684393240293,False,none,0.07821235663652841,0.0,0,0,False,0.3402745331018427,0.0
174,87000,87500,500,0.0,0.26517972134410495,0.3510943543481504,0.37753280706199,0.26517972134410495,,,0.848,,0.848,0.0,,1.0,0.152,0.5280065511301628,False,none,0.161217870625946,0.0,0,0,False,0.3402745331018427,0.0
175,87500,88000,500,0.0,0.349531827772237,0.37266378123155613,0.5538435890196154,0.349531827772237,,,0.896,,0.896,0.0,,1.0,0.104,0.5433112410385288,False,none,0.05367730554840826,0.0,0,0,False,0.3402745331018427,0.0
176,88000,88500,500,0.0,0.3716301612653689,0.3495214274234284,0.576200015555595,0.3716301612653689,,,0.878,,0.878,0.0,,1.0,0.122,0.5277415494334298,False,none,0.0570471654205367,0.0,0,0,False,0.3402745331018427,0.0
177,88500,89000,500,0.0,0.3219616160318887,0.33067708908776194,0.5403570103851142,0.3219616160318887,,,0.874,,0.874,0.0,,1.0,0.126,0.5191691558795876,False,none,0.05663344888863536,0.0,0,0,False,0.3402745331018427,0.0
178,89000,89500,500,0.0,0.3871479942091253,0.4919127988748242,0.4432676481544868,0.3871479942091253,,,0.924,,0.924,0.0,,1.0,0.076,0.5912809410067603,False,none,0.07831018476330359,0.0,0,0,False,0.3402745331018427,0.0
179,89500,90000,500,0.0,0.3451571507541657,0.48020833333333335,0.39182140882379374,0.3451571507541657,,,0.924,,0.924,0.0,,1.0,0.076,0.5658249971703887,False,none,0.11556750876519323,0.0,0,0,False,0.3402745331018427,0.0
180,90000,90500,500,0.0,0.43834018834018834,0.4715292215292215,0.5988870094592789,0.43834018834018834,,,0.97,,0.97,0.0,,1.0,0.03,0.6058643041751169,False,none,0.1026924431121358,0.0,0,0,False,0.3402745331018427,0.0
181,90500,91000,500,0.0,0.39944559944559943,0.43492063492063493,0.4565108301305113,0.39944559944559943,,,0.922,,0.922,0.0,,1.0,0.078,0.5578676370635652,False,none,0.06294464836830448,0.0,0,0,False,0.3402745331018427,0.0
182,91000,91500,500,0.0,0.24559526703946832,0.3866959064327486,0.4582184172322687,0.24559526703946832,,,0.91,,0.91,0.0,,1.0,0.09,0.5413339525214497,False,none,0.08219944085822203,0.0,0,0,False,0.3402745331018427,0.0
183,91500,92000,500,0.0,0.31788247213779125,0.3186761229314421,0.4661402362099327,0.31788247213779125,,,0.938,,0.938,0.0,,1.0,0.062,0.564007353886809,False,none,0.10085376269340879,0.0,0,0,False,0.3402745331018427,0.0
184,92000,92500,500,0.0,0.2696703880914407,0.2994314143567875,0.4737464237905952,0.2696703880914407,,,0.922,,0.922,0.0,,1.0,0.078,0.5854679168261504,False,none,0.07112819645376216,0.0,0,0,False,0.3402745331018427,0.0
185,92500,93000,500,0.0,0.23975382047671204,0.2703000723065799,0.4218052400006098,0.23975382047671204,,,0.904,,0.904,0.0,,1.0,0.096,0.5509051032454323,False,none,0.0772533978362955,0.0,0,0,False,0.3402745331018427,0.0
186,93000,93500,500,0.0,0.3635798053170934,0.4040599681260273,0.5197226805302874,0.3635798053170934,,,0.862,,0.862,0.0,,1.0,0.138,0.512565437189339,False,none,0.09574808002711623,0.0,0,0,False,0.3402745331018427,0.0
187,93500,94000,500,0.0,0.2213388237778482,0.2720915191203816,0.4469399699706962,0.2213388237778482,,,0.856,,0.856,0.0,,1.0,0.144,0.49233522290905757,False,none,0.07055547339016309,0.0,0,0,False,0.3402745331018427,0.0
188,94000,94500,500,0.0,0.21761817065684466,0.3250539956803456,0.4006245105145218,0.21761817065684466,,,0.89,,0.89,0.0,,1.0,0.11,0.5465966099889905,False,none,0.0671544886507907,0.0,0,0,False,0.3402745331018427,0.0
189,94500,95000,500,0.0,0.4146996130570741,0.4924603174603175,0.6094608455816438,0.4146996130570741,,,0.924,,0.924,0.0,,1.0,0.076,0.5833247890891406,False,none,0.07157904514898107,0.0,0,0,False,0.3402745331018427,0.0
190,95000,95500,500,0.0,0.49869584307371034,0.4999675121626341,0.6630583411480941,0.49869584307371034,,,0.932,,0.932,0.0,,1.0,0.068,0.5762410335601755,False,none,0.05580339189405775,0.0,0,0,False,0.3402745331018427,0.0
191,95500,96000,500,0.0,0.3453952975064342,0.3789331282752335,0.5321143331094231,0.3453952975064342,,,0.866,,0.866,0.0,,1.0,0.134,0.5154961148663094,False,none,0.049688838221596754,0.0,0,0,False,0.3402745331018427,0.0
192,96000,96500,500,0.0,0.3449881164587047,0.3994678932178932,0.5534270288335552,0.3449881164587047,,,0.874,,0.874,0.0,,1.0,0.126,0.527862835333129,False,none,0.05418493277418121,0.0,0,0,False,0.3402745331018427,0.0
193,96500,97000,500,0.0,0.2637929552882749,0.2782233251857356,0.4150437884742273,0.2637929552882749,,,0.85,,0.85,0.0,,1.0,0.15,0.4947547060085886,False,none,0.04364923030297835,0.0,0,0,False,0.3402745331018427,0.0
194,97000,97500,500,0.0,0.30018586807827274,0.5399470710249624,0.40973634874936066,0.30018586807827274,,,0.838,,0.838,0.0,,1.0,0.162,0.497997424636164,False,none,0.09844088146825664,0.0,0,0,False,0.3402745331018427,0.0
195,97500,98000,500,0.0,0.2149416349857838,0.27460317460317457,0.33374333164672415,0.2149416349857838,,,0.842,,0.842,0.0,,1.0,0.158,0.48006082774652054,False,none,0.09963862019036324,0.0,0,0,False,0.3402745331018427,0.0
196,98000,98500,500,0.0,0.31456742788596287,0.3523464458247067,0.49745874351204866,0.31456742788596287,,,0.904,,0.904,0.0,,1.0,0.096,0.5530472660650513,False,none,0.08453901770466833,0.0,0,0,False,0.3402745331018427,0.0
197,98500,99000,500,0.0,0.26837771969036883,0.408709717750758,0.5013900923390011,0.26837771969036883,,,0.85,,0.85,0.0,,1.0,0.15,0.493161151528521,False,none,0.06560642668175193,0.0,0,0,False,0.3402745331018427,0.0
198,99000,99500,500,0.0,0.3174364123159304,0.31304806304806304,0.5450407276710143,0.3174364123159304,,,0.924,,0.924,0.0,,1.0,0.076,0.5849135068223209,False,none,0.05507529046978031,0.0,0,0,False,0.3402745331018427,0.0
199,99500,100000,500,0.0,0.39316380909717147,0.4059333169089267,0.6141159066593699,0.39316380909717147,,,0.926,,0.926,0.0,,1.0,0.074,0.591562466178324,False,none,0.052712256901939585,0.0,0,0,False,0.3402745331018427,0.0
200,100000,100500,500,0.0,0.4363776008937299,0.5245726495726496,0.6611319855382408,0.4363776008937299,,,0.954,,0.954,0.0,,1.0,0.046,0.5352694382399588,False,none,0.08570319467273682,0.0,0,0,False,0.3402745331018427,0.0
201,100500,101000,500,0.0,0.3637979048538223,0.4180777734425803,0.5425694286953292,0.3637979048538223,,,0.93,,0.93,0.0,,1.0,0.07,0.5201980678722107,False,none,0.09085884776554544,0.0,0,0,False,0.3402745331018427,0.0
202,101000,101500,500,0.0,0.39218468468468465,0.572890192245031,0.5313141622445025,0.39218468468468465,,,0.932,,0.932,0.0,,1.0,0.068,0.5051886975903164,False,none,0.09515213994125944,0.0,0,0,False,0.3402745331018427,0.0
203,101500,102000,500,0.0,0.32002880217932955,0.5366188769414576,0.41333605142060986,0.32002880217932955,,,0.898,,0.898,0.0,,1.0,0.102,0.5098868146377471,False,none,0.08064840135566811,0.0,0,0,False,0.3402745331018427,0.0
204,102000,102500,500,0.0,0.26591889559965487,0.23905367231638416,0.377546666915053,0.26591889559965487,,,0.894,,0.894,0.0,,1.0,0.106,0.546284259421764,False,none,0.06781247332346431,0.0,0,0,False,0.3402745331018427,0.0
205,102500,103000,500,0.0,0.1976190476190476,0.20429292929292928,0.22239469465397776,0.23714285714285716,,,0.968,,0.968,0.0,,1.0,0.032,0.6170278775601574,False,none,0.1010333300377606,0.0,0,0,False,0.3402745331018427,0.0
206,103000,103500,500,0.0,0.26598778822206154,0.29990942028985507,0.5176251324049389,0.26598778822206154,,,0.928,,0.928,0.0,,1.0,0.072,0.5635364715355071,False,none,0.05248780809587375,0.0,0,0,False,0.3402745331018427,0.0
207,103500,104000,500,0.0,0.2997828195196616,0.3849120269944564,0.5072767789767815,0.2997828195196616,,,0.916,,0.916,0.0,,1.0,0.084,0.5723784226271126,False,none,0.0882948909482315,0.0,0,0,False,0.3402745331018427,0.0
208,104000,104500,500,0.0,0.32953518407255067,0.4748289175370197,0.5147946614658869,0.32953518407255067,,,0.856,,0.856,0.0,,1.0,0.144,0.4801606976899273,False,none,0.06335984956327305,0.0,0,0,False,0.3402745331018427,0.0
209,104500,105000,500,0.0,0.34761152678540225,0.4737130479102956,0.5829304602599963,0.34761152678540225,,,0.896,,0.896,0.0,,1.0,0.104,0.5241538340268557,False,none,0.06262315325270164,0.0,0,0,False,0.3402745331018427,0.0
210,105000,105500,500,0.0,0.3553113553113553,0.4120420597122876,0.581314928684821,0.3553113553113553,,,0.928,,0.928,0.0,,1.0,0.072,0.5680213166162742,False,none,0.10468295634680495,0.0,0,0,False,0.3402745331018427,0.0
211,105500,106000,500,0.0,0.3114990586517364,0.3990789692872862,0.5102504346336281,0.3114990586517364,,,0.866,,0.866,0.0,,1.0,0.134,0.5287418829547003,False,none,0.07403070426306407,0.0,0,0,False,0.3402745331018427,0.0
212,106000,106500,500,0.0,0.3414755742341949,0.4367746485724014,0.4848106639669687,0.3414755742341949,,,0.862,,0.862,0.0,,1.0,0.138,0.5178116099133544,False,none,0.06961279492738899,0.0,0,0,False,0.3402745331018427,0.0
213,106500,107000,500,0.0,0.27805831128747793,0.3450500339104508,0.40600004070647705,0.27805831128747793,,,0.882,,0.882,0.0,,1.0,0.118,0.534298132734746,False,none,0.07158729389092322,0.0,0,0,False,0.3402745331018427,0.0
214,107000,107500,500,0.0,0.3581856298837431,0.3924486461251167,0.5313409379026962,0.3581856298837431,,,0.958,,0.958,0.0,,1.0,0.042,0.6013072332068301,False,none,0.07985276323104191,0.0,0,0,False,0.3402745331018427,0.0
215,107500,108000,500,0.0,0.23176920403197776,0.33159722222222227,0.4520170628589296,0.23176920403197776,,,0.956,,0.956,0.0,,1.0,0.044,0.5965547327070916,False,none,0.10750785699649795,0.0,0,0,False,0.3402745331018427,0.0
216,108000,108500,500,0.0,0.418452236766886,0.47474685611628287,0.5308354159040416,0.418452236766886,,,0.94,,0.94,0.0,,1.0,0.06,0.587320155521996,False,none,0.08726649174993288,0.0,0,0,False,0.3402745331018427,0.0
217,108500,109000,500,0.0,0.31172547052375377,0.3164050652107977,0.3777036721752429,0.31172547052375377,,,0.918,,0.918,0.0,,1.0,0.082,0.5655710772769251,False,none,0.06360464328533512,0.0,0,0,False,0.3402745331018427,0.0
218,109000,109500,500,0.0,0.3608736942070276,0.39039710711870956,0.6340414204335615,0.3608736942070276,,,0.954,,0.954,0.0,,1.0,0.046,0.614351845259387,False,none,0.07425192622387138,0.0,0,0,False,0.3402745331018427,0.0
219,109500,110000,500,0.0,0.4979352027043247,0.5637631788342948,0.6248048242846699,0.4979352027043247,,,0.94,,0.94,0.0,,1.0,0.06,0.6005281342718369,False,none,0.08728869715391421,0.0,0,0,False,0.3402745331018427,0.0
220,110000,110500,500,0.0,0.39541296744686577,0.45761251758087207,0.5408207186777295,0.39541296744686577,,,0.95,,0.95,0.0,,1.0,0.05,0.6078593645410098,False,none,0.09658374541439128,0.0,0,0,False,0.3402745331018427,0.0
221,110500,111000,500,0.0,0.3182074253550899,0.4672767857142857,0.523545752070998,0.3182074253550899,,,0.886,,0.886,0.0,,1.0,0.114,0.5489154532017241,False,none,0.09084893960601066,0.0,0,0,False,0.3402745331018427,0.0
222,111000,111500,500,0.0,0.2005949015951329,0.22144249886934783,0.3108811168259024,0.2005949015951329,,,0.796,,0.796,0.0,,1.0,0.204,0.45444843276898533,False,none,0.07862992911810977,0.0,0,0,False,0.3402745331018427,0.0
223,111500,112000,500,0.0,0.17928591470258137,0.3307829498840735,0.3742032551864939,0.17928591470258137,,,0.838,,0.838,0.0,,1.0,0.162,0.4848760552035982,False,none,0.10191992474991574,0.0,0,0,False,0.3402745331018427,0.0
224,112000,112500,500,0.0,0.31977759522940247,0.34469877602924814,0.4856182947252752,0.31977759522940247,,,0.912,,0.912,0.0,,1.0,0.088,0.5674730984682013,False,none,0.055224274446922496,0.0,0,0,False,0.3402745331018427,0.0
225,112500,113000,500,0.0,0.35450779987393255,0.42246849617773535,0.5646275847426456,0.35450779987393255,,,0.908,,0.908,0.0,,1.0,0.092,0.5693300127928753,False,none,0.0851953702303182,0.0,0,0,False,0.3402745331018427,0.0
226,113000,113500,500,0.0,0.267881136330918,0.3123219373219373,0.44344432142148843,0.267881136330918,,,0.908,,0.908,0.0,,1.0,0.092,0.5554501024475904,False,none,0.1149349506278768,0.0,0,0,False,0.3402745331018427,0.0
227,113500,114000,500,0.0,0.34486025021808536,0.3641081871345029,0.5325655141395489,0.34486025021808536,,,0.884,,0.884,0.0,,1.0,0.116,0.5340501977690746,False,none,0.06858813917571052,0.0,0,0,False,0.3402745331018427,0.0
228,114000,114500,500,0.0,0.2799864994986946,0.33891815946610465,0.375908886722639,0.2799864994986946,,,0.84,,0.84,0.0,,1.0,0.16,0.5013153087748844,False,none,0.044576946949753685,0.0,0,0,False,0.3402745331018427,0.0
229,114500,115000,500,0.0,0.2958563191031583,0.4054944392796887,0.39107995550278707,0.2958563191031583,,,0.876,,0.876,0.0,,1.0,0.124,0.5275970644225785,False,none,0.08169006036164277,0.0,0,0,False,0.3402745331018427,0.0
230,115000,115500,500,0.0,0.33331511402620023,0.4870410109680496,0.37018087248488996,0.33331511402620023,,,0.866,,0.866,0.0,,1.0,0.134,0.5348466143517138,False,none,0.07078852823496741,0.0,0,0,False,0.3402745331018427,0.0
231,115500,116000,500,0.0,0.3172247590055809,0.4230439048319843,0.44255312733401325,0.3172247590055809,,,0.866,,0.866,0.0,,1.0,0.134,0.5270093173608986,False,none,0.09389251737761958,0.0,0,0,False,0.3402745331018427,0.0
232,116000,116500,500,0.0,0.2763148947867161,0.28093203093203095,0.42680717329835655,0.2763148947867161,,,0.896,,0.896,0.0,,1.0,0.104,0.5642799879753517,False,none,0.08805969058216227,0.0,0,0,False,0.3402745331018427,0.0
233,116500,117000,500,0.0,0.32337602572301144,0.33756613756613757,0.5337058144772449,0.32337602572301144,,,0.852,,0.852,0.0,,1.0,0.148,0.5168156623604934,False,none,0.12818053974501056,0.0,0,0,False,0.3402745331018427,0.0
234,117000,117500,500,0.0,0.3901676543354431,0.40083805083805085,0.5729201109730097,0.3901676543354431,,,0.892,,0.892,0.0,,1.0,0.108,0.5537776898286678,False,none,0.07606381500289008,0.0,0,0,False,0.3402745331018427,0.0
235,117500,118000,500,0.0,0.20546810619099776,0.20777000777000776,0.4210537670446301,0.20546810619099776,,,0.904,,0.904,0.0,,1.0,0.096,0.5273386466038703,False,none,0.06700808252209858,0.0,0,0,False,0.3402745331018427,0.0
236,118000,118500,500,0.0,0.26834978012708205,0.28445817748143326,0.47245040272904704,0.26834978012708205,,,0.932,,0.932,0.0,,1.0,0.068,0.5371318106793078,False,none,0.08887230166504462,0.0,0,0,False,0.3402745331018427,0.0
237,118500,119000,500,0.0,0.25009571595534597,0.3362884160756501,0.3967171478529538,0.25009571595534597,,,0.904,,0.904,0.0,,1.0,0.096,0.5392364261801569,False,none,0.10431936834023517,0.0,0,0,False,0.3402745331018427,0.0
238,119000,119500,500,0.0,0.18177679500520294,0.32226693494299125,0.18424348171234106,0.18177679500520294,,,0.93,,0.93,0.0,,1.0,0.07,0.6133008576896555,False,none,0.11136240290731453,0.0,0,0,False,0.3402745331018427,0.0
239,119500,120000,500,0.0,0.162217659137577,0.158,,0.2433264887063655,,,0.948,,0.948,0.0,,1.0,0.052,0.6146005596546269,False,none,0.10288572314296286,0.0,0,0,False,0.3402745331018427,0.0
